zone,state,eaid,lga,urca_cat,hhid,q102,q103,q104,q105,q106,q107,q108,q109,q110,q201,q202,q203_1,q203_2,q203_3,q203_4,q204,q205,q206,q207_1,q207_2,q207_3,q208,q209,q210,q210_1,q211,q211__1,q211__2,q211__3,q211__4,q211__5,q211__6,q211__7,q211__8,q211__9,q211__10,q211__11,q211__12,q211__0,q211__96,q211_1,q212,q212_1,q213,q213_1,q213_1__1,q213_1__2,q213_1__96,q214,q214__1,q214__2,q214__3,q214__4,q214__5,q214__6,q214__7,q214__8,q214__9,q214__10,q214__11,q214__12,q214__13,q214__96,q215,q215_1,q215_2,q216,q216__1,q216__2,q216__3,q216__4,q216__5,q216__6,q216__7,q216__8,q216__9,q216__10,q216__11,q216__12,q216__13,q217,q217__1,q217__2,q217__3,q217__4,q217__5,q217__6,q217__7,q217__8,q217__9,q217__10,q217__11,q217__12,q217__13,q218,q219,q219__1,q219__2,q219__3,q219__4,q219__5,q219__6,q219__99,q219__96,q219__98,q219_1,q220,q220_1,q221,q221_1,q222,q223,q224,q224_1,q224_2,q301,q301__1,q301__2,q301__3,q301__4,q301__5,q301__6,q301__7,q301__8,q301__9,q301__10,q301__11,q301__12,q301__13,q301__14,q301__0,q301__96,q302,q303,q304_1,q304_2,q304_3,q304_4,q304_5,q304_6,q304_7,q304_8,q304_9,q304_10,q304_10__1,q304_10__2,q304_10__3,q304_10__4,q304_10__5,q304_10__6,q304_10__7,q304_10__0,q304_10__96,q305_1,q305_2,q305_3,q305_4,q305_5,q305_6,q305_7,q306_1,q306_2,q306_2__1,q306_2__2,q306_2__3,q306_2__4,q306_2__5,q306_2__6,q306_2__7,q306_2__8,q306_2__9,q306_2__10,q306_2__11,q306_2__12,q306_2__13,q306_3,q306_4,q306_5,q306_6,q306_7,q306_8,q306_9,q306_10,q306_11,q306_12,q307_1,q307_2,q307_2__1,q307_2__2,q307_2__3,q307_2__4,q307_2__5,q307_2__6,q307_2__7,q307_2__8,q307_2__9,q307_2__10,q307_2__11,q307_2__12,q307_2__13,q307_3,q307_4,q307_5,q307_6,q307_7,q307_8,q307_9,q307_10,q307_11,q307_12,q308,q309,q401,q401__1,q401__2,q401__3,q401__4,q401__5,q401__6,q401__99,q401__96,q401__98,q401_1,q402,q402__1,q402__2,q402__3,q402__4,q402__5,q402__6,q404,q404__1,q404__2,q404__3,q404__4,q404__5,q404__6,q404__7,q404__8,q404__9,q404__10,q404__11,q404__0,q404__96,q404_1,q405,q405_1,q405_1__1,q405_1__2,q405_1__3,q405_1__4,q405_1__5,q405_1__6,q405_1__7,q405_1__8,q405_1__9,q405_1__10,q405_1__11,q405_1__12,q405_1__13,q405_1__96,q405_2,q501,q501__1,q501__2,q501__3,q501__4,q501__5,q501__96,q503,q503__1,q503__2,q503__3,q503__4,q503__5,q503__6,q503__99,q503__96,q503__98,q503_1,q604_1,q604_2,q604_3,q604_4,q604_5,q604_6,natweight
South South,Rivers,RI_213,ogba/egbema/ndoni,<1hr to large city,ed5ac2c1-8c74-476b-9554-b0717e6b20d6,1,NA,3,1,38,5,1,56,1,3,4,3,2,1,0,1,5,6,0,1,0,14,14,1,NA,1 2 8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,5000,1 2,1,1,0,0,0,0,NA,0,0,NA,96,Ogba,1,NA,2,2,1,1,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,12,0,0,99,99,0,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2 1,1,1,0,0,0,0,NA,0,0,NA,1 2 3 6,1,1,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,2 1,1,1,0,0,0,0,NA,0,0,NA,4,4,2,2,3,3,0.269222254
South South,Rivers,RI_213,ogba/egbema/ndoni,<1hr to large city,60df432f-dfb6-4ce4-8b84-33955e6a96e1,1,NA,2,2,42,1,1,37,1,4,4,2,2,2,0,1,4,6,0,1,0,14,14,2,NA,1 2 7 8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,7 6,0,0,0,0,0,1,1,0,0,0,0,0,0,11 10 9 2 3,0,1,1,0,0,0,0,0,1,1,1,0,0,3500,2 1,1,1,0,0,0,0,NA,0,0,NA,96,Ogba,1,NA,2,2,1,1,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,13,0,0,99,99,0,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2 1,1,1,0,0,0,0,NA,0,0,NA,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 4,0,0,0,1,1,0,2 1,1,1,0,0,0,0,NA,0,0,NA,4,2,2,2,2,3,0.269222254
South South,Rivers,RI_213,ogba/egbema/ndoni,<1hr to large city,448766b6-3d9c-4e69-afda-66a302178bf5,1,NA,1,1,32,5,NA,NA,NA,2,3,0,0,2,0,1,3,6,0,1,0,14,0,7,NA,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,10000,1,1,0,0,0,0,0,NA,0,0,NA,96,Ogba,96,Ogba,99,99,2,NA,0,2 6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,99,99,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1 2 3 6,1,1,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,NA,2,2,2,1,4,3,0.269222254
South South,Rivers,RI_213,ogba/egbema/ndoni,<1hr to large city,79281fe3-1cc8-44cf-a185-5a45f8a6aa36,1,NA,1,1,46,1,NA,NA,NA,3,5,3,0,2,1,1,3,6,0,0,1,22,22,7,NA,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,20000,1,1,0,0,0,0,0,NA,0,0,NA,96,Ogba,96,Ogba,1,1,1,0,NA,2 5 6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,16,0,0,99,8000,0,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,2 10 11,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,1 2,1,1,0,0,0,0,NA,0,0,NA,2,2,1,1,4,3,0.269222254
South South,Rivers,RI_213,ogba/egbema/ndoni,<1hr to large city,6de94604-d2b3-405c-abea-474e2f4da330,1,NA,2,2,29,1,1,34,1,2,8,4,1,1,0,1,2,6,0,0,1,22,22,7,NA,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,20000,1 2,1,1,0,0,0,0,NA,0,0,NA,96,Ogba,96,Ogba,1,1,2,NA,0,2 6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,99,99,0,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,0,1,0,0,0,0,NA,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,10 11,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,1,1,0,0,0,0,0,NA,0,0,NA,3,1,2,1,4,3,0.269222254
South South,Rivers,RI_213,ogba/egbema/ndoni,<1hr to large city,3b8c7c6a-0d19-4bc9-9659-b5820ebcb97c,1,NA,2,2,39,1,1,42,1,4,3,3,2,2,0,1,5,6,1,1,0,14,14,2,NA,2 1 7 8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,NA,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,1 2 11 10,1,1,0,0,0,0,0,0,0,1,1,0,0,24500,2 1,1,1,0,0,0,0,NA,0,0,NA,96,Ogba,1,NA,2,2,1,1,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,18,0,0,99,99,0,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2 1,1,1,0,0,0,0,NA,0,0,NA,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 4,0,0,0,1,1,0,1 2,1,1,0,0,0,0,NA,0,0,NA,4,4,2,2,3,3,0.269222254
North Central,Niger,NI_206,magama,<1hr to small city/town+,720326d5-bcec-4e90-9f15-2c022637d8b3,1,NA,1,1,56,1,NA,NA,NA,4,7,2,2,1,1,2,5,6,0,1,1,14,9,96,Fishery,4 96,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Fishery,1,1,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,5 6 7,0,0,0,0,1,1,1,0,0,0,0,0,0,1 12 11 10 2,1,1,0,0,0,0,0,0,0,1,1,1,0,5000,1,1,0,0,0,0,0,NA,0,0,NA,10,NA,10,NA,2,4,1,1,NA,1 6 7 5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,55000,8000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5 6 7 8,0,0,0,0,1,1,1,1,0,0,0,0,0,18,2,6,0,0,3000,11000,3000,3,2,1,2000,1,1,0,0,0,0,0,NA,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 2,0,1,0,1,0,0,2,0,1,0,0,0,0,NA,0,0,NA,4,4,4,3,3,3,0.039140725
South South,Rivers,RI_238,etche,Town,1da10b6b-172c-48a7-8f92-3c10e415b461,1,NA,2,2,44,1,1,49,1,3,3,4,1,2,0,1,4,6,0,1,0,14,14,6,NA,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,17500,1 2,1,1,0,0,0,0,0,0,0,NA,16,NA,9,NA,1,1,1,1,NA,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,4,160000,9000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,18,0,0,4800,7400,1000,2,3,1,3500,2 1,1,1,0,0,0,0,0,0,0,NA,1 2 3 6 4,1,1,1,1,0,1,2 11,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,1 2,1,1,0,0,0,0,0,0,0,NA,3,2,2,2,4,2,0.05022359
South South,Rivers,RI_238,etche,Town,c40c41ad-d215-4afc-a2e0-4587b9d889a6,1,NA,2,1,46,1,1,46,1,3,2,4,0,3,0,1,6,6,0,1,0,20,14,6,NA,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,22000,2 1,1,1,0,0,0,0,0,0,0,NA,16,NA,9,NA,1,1,1,1,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,3,56000,5600,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,22,0,0,2000,4700,5000,2,2,0,NA,1 2,1,1,0,0,0,0,0,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,1 2,1,1,0,0,0,0,0,0,0,NA,3,2,2,1,4,2,0.05022359
South South,Rivers,RI_238,etche,Town,0408fe02-9593-4b0f-aed3-2d57603424e6,1,NA,2,1,42,1,1,42,1,2,3,4,0,2,0,1,3,6,0,1,0,14,14,6,NA,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,21000,1 2,1,1,0,0,0,0,0,0,0,NA,5,NA,9,NA,1,1,2,NA,1,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,3,65000,9000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,20,0,0,2000,4700,1000,2,2,1,2500,1 2,1,1,0,0,0,0,0,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,2 11,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,1 2,1,1,0,0,0,0,0,0,0,NA,3,98,98,98,4,2,0.05022359
South South,Rivers,RI_226,gokana,<1hr to large city,83534a5b-901d-43a0-9c33-8f5a266c1b92,1,NA,1,1,57,1,NA,NA,NA,4,4,2,2,1,1,1,7,6,0,1,0,14,14,9,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,20000,1 2,1,1,0,0,0,0,0,0,0,NA,12,NA,12,NA,2,4,1,0,NA,1 6 5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,14,0,0,10000,99,99,99,99,0,NA,1 2,1,1,0,0,0,0,0,0,0,NA,1 2 4 3 6,1,1,1,1,0,1,2 11,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,NA,1,3,4,3,3,2,0.269222254
South South,Rivers,RI_226,gokana,<1hr to large city,e41a4890-0727-46b3-86c3-6788445f7b5b,1,NA,3,2,50,4,1,70,4,5,5,0,0,3,2,1,7,6,0,0,1,22,22,5,NA,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,4 5 6 7 8 11,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,21000,96,0,0,0,0,0,0,0,1,0,House hold head,96,Bodo,96,Bodo,4,4,1,1,NA,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,20,0,0,99,99,99,99,99,0,NA,96,0,0,0,0,0,0,0,1,0,Household head,1 3 4 6 2,1,1,1,1,0,1,2 11 10,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,3,3,3,2,3,2,0.269222254
South South,Rivers,RI_219,gokana,<1hr to large city,1baf357b-b7f5-4546-b2b3-4e708af6cc64,1,NA,2,1,46,1,1,46,1,2,3,3,0,2,0,2,6,6,1,1,0,14,14,6,NA,6 8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,16500,1 2,1,1,0,0,0,0,0,0,0,NA,12,NA,9,NA,1,1,1,0,NA,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,27000,6500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,21,0,0,3800,3400,1500,3,3,1,380,1 2,1,1,0,0,0,0,0,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 2,0,1,0,0,1,0,1 2,1,1,0,0,0,0,0,0,0,NA,3,3,3,2,4,2,0.269222254
North Central,Federal Capital Territory,FC_68,bwari,Town,2f89ed5d-0cac-4fc5-9c36-b99ce170d88b,1,NA,1,1,45,1,NA,NA,NA,3,5,3,1,2,0,1,2,6,0,1,0,8,14,8,NA,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2 3 4 5 6 7 8 9 11 10 12,0,1,1,1,1,1,1,1,1,1,1,1,0,8000,1,1,0,0,0,0,0,0,0,0,NA,5,NA,5,NA,2,4,1,0,NA,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,75000,6000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2 3 4 5,0,1,1,1,1,0,0,0,0,0,0,0,0,12,7,12,1,0,9000,15000,3000,2,2,0,NA,1,1,0,0,0,0,0,0,0,0,NA,1 3 4 6,1,0,1,1,0,1,11 2,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,NA,2,3,3,4,3,2,0.026125622
North Central,Federal Capital Territory,FC_68,bwari,Town,802afd69-eacf-4270-bad9-2a84a9d97fe6,1,NA,1,2,27,5,NA,NA,NA,1,2,0,1,0,0,1,1,6,0,0,0,0,15,6,NA,6 8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12 11 10 9 8 7 6 5 4 3 2,0,1,1,1,1,1,1,1,1,1,1,1,0,6000,1,1,0,0,0,0,0,0,0,0,NA,12,NA,1,NA,99,99,2,NA,0,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2 3 4 5 6,0,1,1,1,1,1,0,0,0,0,0,0,0,12,7,12,0,1,99,99,1200,4,2,0,NA,1,1,0,0,0,0,0,0,0,0,NA,1 3 4 6,1,0,1,1,0,1,2 11,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,99,99,99,4,99,99,0.026125622
North Central,Federal Capital Territory,FC_68,municipal_area_council,Town,78f251a5-6919-4709-80df-90f455d795f5,1,NA,1,1,31,1,NA,NA,NA,2,5,2,1,1,0,1,2,6,0,0,0,20,14,6,NA,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,1 2 3 4 5 6 9 10 11 12,1,1,1,1,1,1,0,0,1,1,1,1,0,7000,1,1,0,0,0,0,0,0,0,0,NA,19,NA,1,NA,5,4,2,NA,0,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,16000,3000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2 3 4 5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7,24,1,0,5000,18000,3000,4,3,0,NA,1,1,0,0,0,0,0,0,0,0,NA,1 2 4 6 3,1,1,1,1,0,1,2 11,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,NA,4,4,3,4,3,2,0.026125622
