zone,state,eaid,lga,urca_cat,hhid,q102,q103,q104,q105,q106,q107,q108,q109,q110,q201,q202,q203_1,q203_2,q203_3,q203_4,q204,q205,q206,q207_1,q207_2,q207_3,q208,q209,q210,q210_1,q211,q211__1,q211__2,q211__3,q211__4,q211__5,q211__6,q211__7,q211__8,q211__9,q211__10,q211__11,q211__12,q211__0,q211__96,q211_1,q212,q212_1,q213,q213_1,q213_1__1,q213_1__2,q213_1__96,q214,q214__1,q214__2,q214__3,q214__4,q214__5,q214__6,q214__7,q214__8,q214__9,q214__10,q214__11,q214__12,q214__13,q214__96,q215,q215_1,q215_2,q216,q216__1,q216__2,q216__3,q216__4,q216__5,q216__6,q216__7,q216__8,q216__9,q216__10,q216__11,q216__12,q216__13,q217,q217__1,q217__2,q217__3,q217__4,q217__5,q217__6,q217__7,q217__8,q217__9,q217__10,q217__11,q217__12,q217__13,q218,q219,q219__1,q219__2,q219__3,q219__4,q219__5,q219__6,q219__99,q219__96,q219__98,q219_1,q220,q220_1,q221,q221_1,q222,q223,q224,q224_1,q224_2,q301,q301__1,q301__2,q301__3,q301__4,q301__5,q301__6,q301__7,q301__8,q301__9,q301__10,q301__11,q301__12,q301__13,q301__14,q301__0,q301__96,q302,q303,q304_1,q304_2,q304_3,q304_4,q304_5,q304_6,q304_7,q304_8,q304_9,q304_10,q304_10__1,q304_10__2,q304_10__3,q304_10__4,q304_10__5,q304_10__6,q304_10__7,q304_10__0,q304_10__96,q305_1,q305_2,q305_3,q305_4,q305_5,q305_6,q305_7,q306_1,q306_2,q306_2__1,q306_2__2,q306_2__3,q306_2__4,q306_2__5,q306_2__6,q306_2__7,q306_2__8,q306_2__9,q306_2__10,q306_2__11,q306_2__12,q306_2__13,q306_3,q306_4,q306_5,q306_6,q306_7,q306_8,q306_9,q306_10,q306_11,q306_12,q307_1,q307_2,q307_2__1,q307_2__2,q307_2__3,q307_2__4,q307_2__5,q307_2__6,q307_2__7,q307_2__8,q307_2__9,q307_2__10,q307_2__11,q307_2__12,q307_2__13,q307_3,q307_4,q307_5,q307_6,q307_7,q307_8,q307_9,q307_10,q307_11,q307_12,q308,q309,q401,q401__1,q401__2,q401__3,q401__4,q401__5,q401__6,q401__99,q401__96,q401__98,q401_1,q402,q402__1,q402__2,q402__3,q402__4,q402__5,q402__6,q404,q404__1,q404__2,q404__3,q404__4,q404__5,q404__6,q404__7,q404__8,q404__9,q404__10,q404__11,q404__0,q404__96,q404_1,q405,q405_1,q405_1__1,q405_1__2,q405_1__3,q405_1__4,q405_1__5,q405_1__6,q405_1__7,q405_1__8,q405_1__9,q405_1__10,q405_1__11,q405_1__12,q405_1__13,q405_1__96,q405_2,q501,q501__1,q501__2,q501__3,q501__4,q501__5,q501__96,q503,q503__1,q503__2,q503__3,q503__4,q503__5,q503__6,q503__99,q503__96,q503__98,q503_1,q604_1,q604_2,q604_3,q604_4,q604_5,q604_6,natweight
South South,Delta,DE_21,ndokwa_west,<1hr to int. city,42a95731-ed98-41fe-8862-0bd3ddb54166,1,NA,2,2,35,1,1,45,1,2,3,3,0,2,0,1,3,6,0,1,0,15,14,8,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,7 8 6,0,0,0,0,0,1,1,1,0,0,0,0,0,10 11 12,0,0,0,0,0,0,0,0,0,1,1,1,0,5000,2,0,1,0,0,0,0,0,0,0,NA,5,NA,9,NA,1,4,2,NA,1,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,35000,10000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,24,0,0,9000,4000,3000,2,2,0,NA,2,0,1,0,0,0,0,0,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,NA,4,1,2,2,2,3,0.094780696
South South,Delta,DE_21,ndokwa_west,<1hr to int. city,dbe2523c-9024-421f-92c4-068845670fb7,1,NA,2,2,42,1,1,50,1,2,3,3,0,2,0,1,3,6,0,1,0,14,14,8,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,10 11 12,0,0,0,0,0,0,0,0,0,1,1,1,0,7000,2,0,1,0,0,0,0,0,0,0,NA,5,NA,9,NA,1,4,2,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7,16,0,0,10000,3000,3000,1,2,0,NA,2,0,1,0,0,0,0,0,0,0,NA,1 2 4 6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,NA,4,1,3,1,3,2,0.094780696
South South,Delta,DE_21,ndokwa_west,<1hr to int. city,dae7a6d8-70dd-47be-ae85-e043950d8e48,1,NA,2,2,35,1,1,45,1,2,3,3,0,2,0,1,3,6,0,1,0,14,14,7,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,10 11 12,0,0,0,0,0,0,0,0,0,1,1,1,0,6000,2,0,1,0,0,0,0,NA,0,0,NA,5,NA,9,NA,1,4,1,1,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,4,95000,15000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7 6,0,0,0,0,0,1,1,0,0,0,0,0,0,24,7,0,0,0,5000,2500,3000,1,1,0,NA,2,0,1,0,0,0,0,NA,0,0,NA,1 3 6,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,2,0,1,0,0,0,0,NA,0,0,NA,4,1,2,3,2,2,0.094780696
South South,Delta,DE_21,ndokwa_east,<1hr to int. city,85b0f2e2-4e0f-4ab9-b7d6-bcfbc197e93f,1,NA,2,2,35,1,1,42,1,2,3,3,0,2,0,1,3,6,0,0,0,15,14,8,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,10 11 12 4,0,0,0,1,0,0,0,0,0,1,1,1,0,10000,2,0,1,0,0,0,0,0,0,0,NA,5,NA,9,NA,1,4,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,24,0,0,6000,2000,3000,2,1,0,NA,2,0,1,0,0,0,0,0,0,0,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,NA,4,1,3,1,2,2,0.094780696
South South,Delta,DE_21,ndokwa_west,<1hr to int. city,4e6fa4d5-3785-4eab-bf02-8bd8f8160404,1,NA,2,1,45,1,2,35,1,3,3,3,1,2,0,1,3,6,1,0,0,14,14,1,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,4 10 11 12,0,0,0,1,0,0,0,0,0,1,1,1,0,10000,2,0,1,0,0,0,0,0,0,0,NA,5,NA,9,NA,1,4,1,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,24,0,0,8000,3000,3000,1,1,0,NA,2,0,1,0,0,0,0,0,0,0,NA,1 6 3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,NA,4,1,3,1,3,2,0.094780696
South South,Delta,DE_21,ndokwa_west,<1hr to int. city,c5bcefcc-13e2-47a8-a31c-2cb889ab1513,1,NA,2,2,33,1,1,44,1,2,3,4,0,2,0,1,2,6,0,0,0,14,14,8,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,7 6,0,0,0,0,0,1,1,0,0,0,0,0,0,8 9 10,0,0,0,0,0,0,0,1,1,1,0,0,0,6000,2,0,1,0,0,0,0,NA,0,0,NA,5,NA,9,NA,1,4,1,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,24,0,0,5000,2000,3000,1,1,0,NA,2,0,1,0,0,0,0,NA,0,0,NA,1 3 2 4 6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,2,0,1,0,0,0,0,NA,0,0,NA,4,1,2,1,2,2,0.094780696
South South,Delta,DE_21,ndokwa_west,<1hr to int. city,ee359129-90f0-43f3-b0bc-32f5bb6bea0a,1,NA,2,2,30,1,1,40,1,3,3,3,1,2,0,1,3,6,0,0,0,14,14,8,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,10 11 12,0,0,0,0,0,0,0,0,0,1,1,1,0,7000,2,0,1,0,0,0,0,0,0,0,NA,5,NA,9,NA,1,4,1,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3 7,0,0,1,0,0,0,1,0,0,0,0,0,0,8,6,18,0,0,6000,2000,2000,3,1,0,NA,2,0,1,0,0,0,0,0,0,0,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,NA,4,1,3,1,2,2,0.094780696
South South,Delta,DE_21,ndokwa_west,<1hr to int. city,d728c8d2-f4b5-440e-86b3-ed8d056e8660,1,NA,2,2,41,1,1,49,1,2,3,3,0,2,0,1,2,6,0,0,0,14,14,8,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1 2 6 7,1,1,0,0,0,1,1,0,0,0,0,0,0,4 10 11 12,0,0,0,1,0,0,0,0,0,1,1,1,0,7000,2,0,1,0,0,0,0,0,0,0,NA,5,NA,9,NA,1,4,2,NA,1,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,4,85000,15000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2 6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,24,0,0,8000,2500,3000,2,1,0,NA,2,0,1,0,0,0,0,0,0,0,NA,1 3 2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,NA,4,1,3,1,2,1,0.094780696
North Central,Federal Capital Territory,FC_56,bwari,<1hr to large city,2242c15a-0bb1-4a30-9e74-cb63c6dcb1ad,1,NA,2,2,32,1,1,38,1,4,4,0,2,2,0,1,3,6,0,0,0,22,14,8,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,6 8 9 10 7,0,0,0,0,0,1,1,1,1,1,0,0,0,1 2 3 4 5 11 12,1,1,1,1,1,0,0,0,0,0,1,1,0,12000,2,0,1,0,0,0,0,0,0,0,NA,3,NA,3,NA,5,1,1,1,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,70000,7000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6 7 8 9 10,0,0,0,0,0,1,1,1,1,1,0,0,0,0,7,24,1,0,1000,10000,6000,2,2,0,NA,2,0,1,0,0,0,0,0,0,0,NA,1 4 6 3,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,3,2,3,3,3,3,0.096762636
North Central,Federal Capital Territory,FC_56,bwari,<1hr to large city,66f55678-72ca-4974-ac00-97830c4b19f6,1,NA,1,1,50,1,NA,NA,NA,6,4,0,4,2,0,2,4,6,0,0,1,22,20,6,NA,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,8000,1,1,0,0,0,0,0,0,0,0,NA,18,NA,1,NA,4,2,1,1,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,60000,7000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,24,1,0,1000,20000,3000,2,2,0,NA,1,1,0,0,0,0,0,0,0,0,NA,1 3 4 6,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,3,3,3,3,3,3,0.096762636
North Central,Federal Capital Territory,FC_56,bwari,<1hr to large city,a0739d92-989c-4538-ba8c-5184070b7081,1,NA,1,1,55,1,NA,NA,NA,5,4,0,3,2,0,2,3,6,0,0,0,22,14,5,NA,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,10000,1,1,0,0,0,0,0,0,0,0,NA,7,NA,9,NA,4,2,1,1,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,100000,8000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,24,1,0,1000,15000,3000,2,3,0,NA,1,1,0,0,0,0,0,0,0,0,NA,1 3 4 6 2,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,3,2,3,3,3,3,0.096762636
North Central,Federal Capital Territory,FC_56,bwari,<1hr to large city,786c7403-8fa2-4f8d-a6fc-b450b8711fab,1,NA,4,2,18,4,1,65,1,7,6,0,3,2,2,1,3,6,0,0,0,22,22,8,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,10000,96,0,0,0,0,0,0,NA,1,0,Father,5,NA,1,NA,4,2,1,1,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,150000,6000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,24,1,0,2000,25000,6000,3,3,0,NA,96,0,0,0,0,0,0,NA,1,0,Father,1 3 6,1,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,96,0,0,0,0,0,0,NA,1,0,Father,2,3,3,3,3,3,0.096762636
North Central,Federal Capital Territory,FC_56,bwari,<1hr to large city,6862e834-fe8a-4721-8fe0-b239124704b1,1,NA,1,1,35,1,NA,NA,NA,3,2,0,2,1,0,1,2,6,0,1,0,24,24,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1 2 3 4 12 11,1,1,1,1,0,0,0,0,0,0,1,1,0,5 6 7 8 9 10,0,0,0,0,1,1,1,1,1,1,0,0,0,10000,1,1,0,0,0,0,0,0,0,0,NA,3,NA,3,NA,4,4,1,1,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,19,0,1,1000,10000,2000,2,2,1,500,1,1,0,0,0,0,0,0,0,0,NA,4 3 6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,3,2,3,2,3,2,0.096762636
North Central,Federal Capital Territory,FC_56,bwari,<1hr to large city,6e76e3f5-e3e6-48c2-9864-7b102151da08,1,NA,1,1,53,1,NA,NA,NA,3,3,0,1,2,0,1,3,6,0,0,0,14,14,8,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,6 7 8 9 10,0,0,0,0,0,1,1,1,1,1,0,0,0,1 2 3 4 5 11 12,1,1,1,1,1,0,0,0,0,0,1,1,0,13000,1,1,0,0,0,0,0,0,0,0,NA,3,NA,9,NA,4,2,1,1,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,16,0,0,1000,15000,3000,2,2,1,500,1,1,0,0,0,0,0,0,0,0,NA,1 3 4,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,3,3,3,3,3,3,0.096762636
South South,Delta,DE_19,ndokwa_west,<1hr to int. city,4ae0174c-8143-44ad-a5d0-9608b8859985,1,NA,1,1,28,5,NA,NA,NA,1,2,0,1,0,0,1,1,6,0,1,0,14,0,7,NA,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,1,1 2,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,8 10 9,0,0,0,0,0,0,0,1,1,1,0,0,0,1 11 12 4 5,1,0,0,1,1,0,0,0,0,0,1,1,0,4000,1,1,0,0,0,0,0,NA,0,0,NA,96,Ukwuani,96,Ukwuani,99,99,2,NA,0,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,30000,7000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,24,0,0,99,99,0,99,99,0,NA,1,1,0,0,0,0,0,NA,0,0,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,NA,2,1,2,1,2,2,0.094780696
North Central,Nassarawa,NA_179,karu,<1hr to large city,e6242a9a-3012-4d1a-9ac3-3283645fa663,1,NA,2,2,33,1,1,44,1,2,6,4,0,2,0,2,4,4,0,1,0,20,14,1,NA,4 6 8,0,0,0,1,0,1,0,1,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,3 4 5 6 7 8 9,0,0,1,1,1,1,1,1,1,0,0,0,0,2 1 10 11 12,1,1,0,0,0,0,0,0,0,1,1,1,0,7000,1 2,1,1,0,0,0,0,NA,0,0,NA,23,NA,23,NA,1,1,1,1,NA,1 5 7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2500,3000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7 6 8 5,0,0,0,0,1,1,1,1,0,0,0,0,0,5,4,19,0,1,15000,27000,3000,2,2,1,700,1 2,1,1,0,0,0,0,NA,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,1 2,1,1,0,0,0,0,NA,0,0,NA,3,2,4,1,4,1,0.096762636
